0,214
0,211
0,207
0,207
0,207
0,215
0,223
0,223
0,244
0,247
0,244
0,236
0,241
0,249
0,264
0,240
0,265
0,260
0,264
0,244
0,260
0,248
0,249
0,246
0,252
0,256
0,228
0,049
0,250
0,248
0,317
0,256
0,270
0,268
0,260
0,256
0,240
0,272
0,260
0,265
0,280
0,256
0,256
0,260
0,268
0,260
0,263
0,264
0,252
0,263
0,276
0,264
0,260
0,264
0,272
0,244
0,275
0,276
0,272
0,260
0,264
0,264
0,308
0,292
0,270
0,292
0,280
0,284
0,296
0,300
0,108
0,276
0,280
0,276
0,305
0,259
0,268
0,280
0,293
0,268
0,290
0,278
0,292
0,292
0,288
0,296
0,280
0,296
0,304
0,316
0,296
0,328
0,320
0,292
0,316
0,320
0,309
0,300
0,328
0,331
