0,008
0,008
0,007
0,007
0,008
0,010
0,008
0,007
0,005
0,015
0,008
0,003
0,005
0,006
0,002
0,003
0,002
0,002
0,002
0,024
0,002
0,003
0,006
0,002
0,006
0,002
0,002
0,002
0,002
0,002
0,002
0,002
0,002
0,002
0,002
0,004
0,006
0,002
0,002
0,002
0,021
0,002
0,003
0,002
0,002
0,002
0,002
0,002
0,002
0,002
24,144
0,003
0,002
0,005
0,002
0,001
0,001
0,001
0,002
0,001
0,001
0,001
0,001
0,002
0,002
0,002
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,002
0,002
0,001
0,001
0,001
0,001
0,002
0,001
0,001
0,001
