0,212
0,211
0,207
0,207
0,207
0,216
0,216
0,048
0,233
0,240
0,237
0,233
0,234
0,236
0,275
0,260
0,244
0,256
0,252
0,253
0,244
0,249
0,248
0,264
0,267
0,250
0,243
0,228
0,245
0,268
0,306
0,257
0,253
0,248
0,260
0,260
0,258
0,247
0,269
0,257
0,272
0,254
0,277
0,044
0,260
0,260
0,296
0,252
0,252
0,264
0,303
0,265
0,281
0,302
0,276
0,260
0,259
0,256
0,264
0,273
0,264
0,289
0,312
0,288
0,298
0,284
0,297
0,293
0,284
0,283
0,296
0,278
0,292
0,284
0,288
0,300
0,285
0,280
0,276
0,300
0,297
0,308
0,305
0,288
0,299
0,292
0,292
0,292
0,298
0,288
0,297
0,312
0,335
0,316
0,316
0,314
0,316
0,296
0,316
0,332
